CHROM POSITION	GENE	library_15
11_1641768_1692730	VAC14	9.49348
11_16431933_16437682	LOC101747400	0.00000
11_1644244_1644315	TRNAG-GCC	165.07400
11_16446752_16450935	LOC101747451	0.00000
11_16459263_16479967	HNF4beta	3.23727
11_16481659_16493884	ZDHHC7	44.74000
11_16502544_16512435	LOC776594	3.83876
11_1653156_1653227	TRNAG-GCC	0.00000
11_16833420_16848032	MTHFSD	20.66800
11_16857263_16861285	FOXF1	133.44200
11_16877347_16882489	LOC101747746	0.10111
11_1696517_1703885	MTSS1L	3.17776
11_1704887_1709018	LOC101751691	0.00000
11_17057418_17064804	IRF8	44.07360
11_17066323_17077312	LOC768665	0.00000
11_17077530_17081626	COX4I1	465.56300
11_17081811_17089239	EMC8	31.58320
11_1708671_1713041	IL34	0.00000
11_17093646_17097248	LOC100858835	0.00000
11_17098218_17103115	GINS2	10.51070
11_1709943_1710014	-	165.07400
11_1710367_1710438	TRNAG-GCC	165.07400
11_17104443_17192402	KIAA0182	15.01900
11_1714128_1742693	SF3B3	132.06100
11_17220890_17233219	KIAA0513	0.00000
11_17240414_17257249	FBXO31	3.02449
11_17257597_17257670	-	0.00000
11_17283522_17318171	ZCCHC14	7.77831
11_17334595_17376819	JPH3	0.00000
11_17380191_17407856	KLHDC4	30.91340
11_17422476_17461167	SLC7A5	1.60197
11_1742788_1757447	COG4	16.39240
11_17463915_17479386	CA5B	19.05380
11_17486310_17616586	BANP	8.97981
11_1757718_1763939	FUK	3.74306
11_17646374_17809128	ZNF469	0.09343
11_1768530_1772380	ST3GAL2	11.86460
11_1772587_1792976	PDPR	5.85272
11_17814645_17844141	ZFPM1	3.10203
11_17844836_17846636	CIDEC	135.52800
11_17848124_17887040	ZC3H18	33.67110
11_17862695_17862793	MIR1571	202.73700
11_17888420_17893360	IL17C	0.00000
11_17893466_17895499	LOC100859840	50.09080
11_17895858_17898830	MVD	44.57490
11_17900342_17906175	RNF166	13.43630
11_17907845_17911299	CTU2	0.00000
11_17911063_17930702	FAM38A	57.52450
11_17927865_17929093	-	10.27640
11_17932055_17935823	CDT1	16.96040
11_1793663_1852417	GLG1	102.00600
11_17936897_17939606	APRT	37.94450
11_17944299_17988565	GALNS	28.60900
11_17988570_17991178	TRAPPC2L	32.10760
11_17992276_17996260	PABPN1	0.68434
11_17997405_18018241	CBFA2T3	3.62691
11_18012373_18017874	LOC101750165	0.00000
11_18035636_18076364	ACSF3	2.83110
11_18073_28526	LOC415616	0.00000
11_18078418_18078857	-	33.59720
11_18078930_18166324	ANKRD11	48.86080
11_18095260_18095364	MIR1560	0.00000
11_18154148_18154250	MIR1785	0.00000
11_18174274_18174426	-	778.56100
11_18174614_18177951	SPG7	54.32530
11_18179332_18183591	RPL13	1346.29000
11_18185075_18190554	CPNE7	0.31956
11_18191966_18194255	LOC415852	0.00000
11_18194466_18198441	DPEP1	11.57870
11_18200970_18202120	-	14.07850
11_18202288_18205994	CHMP1A	27.33450
11_18207482_18211560	CDK10	2.96656
11_18212018_18218251	C11H16ORF7	19.81340
11_18218290_18225436	ZNF276	19.44890
11_18225501_18257747	FANCA	1.60436
11_18259190_18260364	LOC769325	0.00000
11_18261198_18267214	LOC101748674,SPIRE2	1.38549
11_18267766_18285670	TCF25	27.27270
11_18287876_18288821	MC1R	0.00000
11_18290827_18292152	TUBB3	25.59170
11_18293267_18296750	DEF8	5.04921
11_18297074_18300025	DBNDD1	4.91928
11_18300557_18308188	GAS8	14.06520
11_18308196_18309808	LOC415859	23.24740
11_18310062_18310848	LOC101749322	24.75180
11_18311390_18316948	CDH3	19.93060
11_18317521_18326276	CDH1	150.00900
11_18328002_18340286	TANGO6	10.45950
11_18355069_18359094	HAS3	0.00000
11_18358806_18360459	CHTF8	13.48500
11_18360494_18365208	CIRH1A	50.16130
11_18365452_18370769	SNTB2	22.15740
11_18371567_18374613	VPS4A	48.39160
11_18375902_18378614	COG8	17.79920
11_18378683_18380052	NIP7	36.04080
11_18379811_18383910	TMED6	3.96880
11_18383987_18391819	TERF2	28.68860
11_18396031_18407917	CYB5B	95.10070
11_18415905_18475744	NFAT5	13.98020
11_18458936_18466118	LOC101750188	0.00000
11_18475843_18476037	-	131.13000
11_18476704_18477180	-	16.93120
11_18477236_18478064	-	18.44610
11_18478239_18479232	-	21.25680
11_18479511_18480469	-	20.49900
11_18482565_18484421	NQO1	74.48020
11_18484997_18487570	NOB1	28.21140
11_18487654_18519315	WWP2	14.40690
11_18514127_18514222	MIR140	0.00000
11_18520344_18524864	PSMD7	267.00600
11_1855379_1878498	RFWD3	4.15729
11_1878816_1883633	MLKL	2.00065
11_1883823_1891931	FA2H	17.10020
11_1888384_1890640	LOC101752333	0.00000
11_18898278_18903966	LOC101750598	0.13074
11_1893269_1941775	WDR59	5.31299
11_18933028_18933125	MIR1699	0.00000
11_18936904_19035652	ZFHX3	2.89106
11_19077818_19133428	PMFBP1	0.00000
11_19094593_19095440	LOC101750746	0.00000
11_19141567_19145541	LOC415872	0.00000
11_19145758_19151018	LOC100857777	0.00000
11_19150948_19161559	DHX38	46.55840
11_19162773_19166255	DHODH	27.40600
11_19166610_19174304	IST1	70.68890
11_19168498_19168698	-	117.73700
11_19174553_19190870	ZNF821	8.48165
11_19178609_19179070	-	19.19990
11_19187987_19194564	ATXN1L	48.90940
11_19195951_19237680	AP1G1	56.99860
11_19238169_19271484	PHLPP2	21.83390
11_19272170_19275801	MARVELD3	7.32970
11_19280373_19289810	TAT	6.48757
11_19289885_19308607	CHST4	0.00000
11_19307295_19310289	TERF2IP	67.28570
11_19309961_19322126	KARS	212.76300
11_19322213_19342910	ADAT1	18.50820
11_1933493_1933588	MIR1643	0.00000
11_19341600_19355709	GABARAPL2	36.04420
11_19355608_19370023	CHST6,TMEM231	44.92890
11_19356238_19356905	-	8.52414
11_19391690_19395899	LOC101747681	1.28409
11_1942219_1954863	ZNRF1	31.70480
11_1954846_1958514	LDHD	0.00000
11_1959117_1960906	LOC431235	0.51146
11_1963142_1965142	LOC100859877	0.00000
11_1965019_1970039	BCAR1	65.48190
11_1972775_2023683	CFDP1	50.29840
11_2023934_2028065	TMEM170A	10.61860
11_2028574_2035336	SLC12A3	0.60467
11_2036242_2036325	MIR138-2	0.00000
11_2038583_2109360	NUP93	18.14740
11_2110599_2112101	MT4	1221.61000
11_2113549_2114397	MT3	1523.94000
11_2119715_2134759	BBS2	9.39013
11_2138800_2146695	OGFOD1	11.30740
11_2147212_2153845	NUDT21	41.87800
11_2154519_2175193	AMFR	86.18030
11_2195647_2313150	GNAO1	17.58650
11_2306803_2307147	-	23.34260
11_2307523_2307840	-	34.23820
11_2308020_2308763	-	18.30490
11_2339610_2377702	CBFB	47.53130
11_2382963_2416521	C11H16ORF70	13.69240
11_2421766_2430811	B3GNT9	13.16030
11_2432323_2447037	TRADD	9.49728
11_2446973_2451163	FBXL8	4.21500
11_2451761_2466446	HSF4	0.00000
11_2470342_2483872	DNAAF1	0.17856
11_2484346_2490475	HSDL1	6.88977
11_2492638_2517908	MBTPS1	22.54450
11_2518863_2522778	SLC38A8	0.00000
11_2522872_2574800	NECAB2	1.18501
11_2588492_2589050	-	9.29142
11_2589643_2607526	OSGIN1	32.78720
11_2596376_2596803	-	16.22740
11_2609089_2624555	LOC101749274	0.00000
11_2624651_2648941	LOC415708	8.74325
11_2659572_2664318	LOC101749304	0.00000
11_2679471_2685170	LOC101750299	2.04233
11_267994_284437	PRMT7	21.14330
11_2732928_2776481	ESRP2	11.71640
11_2795974_2796745	-	34.80150
11_2796809_2841359	NFATC3	32.22520
11_284456_289962	SLC7A6OS	34.63500
11_2885566_2902348	DUS2L	17.24930
11_2901742_2904035	DDX28	11.90710
11_2905925_2921109	LOC415713	0.71566
11_291981_318986	SLC7A6	18.90580
11_2951223_2951885	SLC4A1	0.00000
11_2960313_3006949	SLC12A4	9.25908
11_3013165_3017241	LOC101752262	0.35742
11_3049758_3112849	SLC6A2	0.00000
11_3134164_3162107	LPCAT2	3.82213
11_3141422_3143805	CAPNS2	2.41449
11_3185299_3220007	MMP2	0.00000
11_321459_338740	LOC101751464	0.00000
11_342561_346552	TLR21	0.09705
11_3450408_3459260	LOC101752100	0.00000
11_348470_364480	NDRG4	2.07341
11_3659647_3662717	IRX5	4.53365
11_366427_379312	GINS3	18.77990
11_395946_413631	CCDC113	0.36680
11_4028994_4029586	-	38.14640
11_403729_423842	CSNK2A2	64.43600
11_4130948_4353178	FTO	0.51600
11_424059_424396	-	88.25070
11_427733_434248	C11H16ORF80	39.65810
11_4353333_4417540	RPGRIP1L	1.38260
11_440529_443681	MMP15	68.47490
11_4460849_4469148	AKTIP	20.07640
11_446707_450180	C11H16ORF57	12.34670
11_4472871_4473540	-	18.38950
11_4473555_4491553	RBL2	9.40564
11_4475035_4476867	-	29.64010
11_4495347_4570409	CHD9	12.56930
11_450510_455820	ZNF319	7.98485
11_456107_456468	-	37.60220
11_457632_472148	CNGB1	0.27487
11_4705273_4826826	TOX3	2.65617
11_475482_487515	KIFC3	5.00352
11_488125_505356	KATNB1	3.67523
11_4892588_4900736	LOC101747381	0.00000
11_507120_519697	CCDC135	0.00000
11_5111753_5126154	LOC101747428	0.00000
11_51377_52661	LTB4R	0.00000
11_520633_524601	ZPD	0.29492
11_5233521_5235366	LOC101747475	0.00000
11_525223_529513	GPR97	0.00000
11_529560_538637	GPR56	2.52939
11_5385875_5416645	LOC100858601	0.08354
11_541070_544813	GPR114	0.00000
11_5417621_5432373	SALL1	1.61670
11_547400_552059	CCDC102A	6.17903
11_554955_558156	DOK4	0.15763
11_558881_566301	POLR2C	40.21580
11_5633580_5634287	-	6.53843
11_5634364_5660109	CYLD	8.74123
11_5659150_5670069	SNX20	1.80528
11_566403_572627	COQ9	17.43030
11_5720969_5829490	NKD1	6.04016
11_572668_578648	CIAPIN1	84.35220
11_586551_589273	LOC426456	0.00000
11_5904570_5915157	LOC100859176	0.08206
11_591975_626596	CETP,GFOD2	11.28580
11_598877_606658	C11H16ORF48	6.30963
11_5992789_6006701	BRD7	34.65290
11_6008115_6066958	ADCY7	0.21115
11_6074675_6094766	PAPD5	8.39396
11_607695_612802	PARD6A	0.29732
11_6117163_6135319	HEATR3	14.71760
11_613332_618669	HERPUD1	39.86890
11_6135566_6141434	CNEP1R1	12.12990
11_6180931_6377000	ZNF423	7.66550
11_627211_664753	NLRC5	2.31497
11_6475499_6522553	LOC101748556	0.00000
11_6524055_6526557	CBLN1	2.34697
11_665608_704768	CPNE2	9.43682
11_6773328_6790049	N4BP1	22.73620
11_6797784_6861736	SIAH1	28.55000
11_6864105_6903373	LONP2	34.38360
11_6904687_6908113	LOC101748728	0.00000
11_69309_90484	PLA2G15	10.19860
11_6968057_6973041	LOC101748763	0.00000
11_6993847_7061529	PHKB	15.17470
11_706205_716390	FAM192A	53.77040
11_7064472_7136251	ITFG1	26.92030
11_7117025_7142424	LOC101749011	0.00000
11_7142572_7170064	NETO2	4.81030
11_716665_748442	RSPRY1	7.51501
11_7199930_7210458	DNAJA2	177.54500
11_7213392_7219627	CDCA9	9.28841
11_7220109_7243849	GPT2	100.98900
11_7243949_7244277	-	104.74900
11_7253005_7266622	C11H16ORF87	10.17490
11_7275003_7306229	MYLK3	4.72885
11_7307254_7312427	ORC6	29.55850
11_7312586_7334453	VPS35	103.38600
11_7333765_7339592	LOC427545	22.04160
11_7337277_7338301	-	12.03120
11_7350918_7366188	SHCBP1	3.88188
11_7379494_7382838	LOC101749602	0.00000
11_748678_756207	ARL2BP	6.76836
11_759087_760232	PLLP	0.00000
11_7600574_7603928	UQCRFS1	177.22300
11_7639597_7730261	LOC101749660	0.00000
11_766989_771271	CX3CL1	0.25471
11_777061_778329	CCL17	0.00000
11_7810330_7810533	-	134.10300
11_7820856_7832860	LOC101749699	0.46095
11_7825171_7825810	-	53.68180
11_783678_783750	TRNAH-GUG	0.00000
11_7841311_7843923	POP4	14.33720
11_7852647_7855162	LOC101749739	0.00000
11_7855239_7861469	PLEKHF1	15.26620
11_7874751_7877791	LOC100858381	2.70577
11_7879298_7888603	C11H19ORF12,LOC415756	28.91210
11_788008_842249	RANBP10	11.64930
11_7895130_7931671	LOC415758	1.71549
11_7909485_7909976	-	14.89980
11_7933529_7945401	CCNE1	5.11585
11_7963401_7988236	LOC101750460	0.00000
11_7989979_7990440	-	17.91990
11_7990890_7991410	-	13.53190
11_7995355_7995924	-	17.12150
11_7999191_8028601	URI1	109.08100
11_8123442_8449551	ZNF536	0.00000
11_8363038_8363101	MIR1789	0.00000
11_842556_857697	TSNAXIP1	0.00000
11_8443430_8443515	MIR1791	0.00000
11_860754_877494	CENPT	12.10600
11_867144_906444	NUTF2	110.23000
11_8683146_8684318	LOC101750837	0.00000
11_8710176_8721238	TSHZ3	0.07024
11_8771881_8773930	LOC415763	0.00000
11_877467_880207	THAP11	8.14581
11_8796396_8803669	LOC101751009	0.00000
11_8939817_8949298	LOC101751109	0.10519
11_907937_939181	EDC4	31.12140
11_9234698_9254107	ZNF507	6.68542
11_9236106_9257473	LOC768565	0.54449
11_9256856_9287786	DPY19L3	1.09103
11_9287350_9335406	LOC427547	2.34804
11_9338603_9342123	PDCD5	57.92730
11_9344216_9344639	-	16.52360
11_9345139_9384567	ANKRD27	8.34024
11_9386093_9390346	RGS9BP	11.28800
11_9396174_9400081	NUDT19	4.15998
11_9402075_9424689	TDRD12	0.42565
11_940749_941509	LOC100858970	2.51073
11_9426935_9439193	SLC7A9	0.20720
11_9446607_9467632	CEP89	4.52823
11_944836_966885	PSKH1	7.73014
11_9467799_9470516	C11H19ORF40	6.70002
11_9471559_9497523	RHPN2	10.37500
11_9503130_9516515	GPATCH1	12.57570
11_9516603_9528748	WDR88	0.26107
11_9528827_9528901	-	0.00000
11_9541800_9568720	LRP3	10.10160
11_9573241_9605660	SLC7A10	0.21864
11_967178_967411	-	77.15100
11_967822_969029	-	13.77010
11_969130_969441	-	32.97050
11_969541_970110	-	16.22040
11_970180_970895	-	11.58490
11_971657_973321	CTRL	0.00000
11_974083_982909	EXOC3L1	9.14595
11_9747892_9777972	LOC101747350	1.34375
11_9779794_9781076	LOC100857873	28.06440
11_9796416_9800911	CEBPG	48.00450
11_9804381_9920746	PEPD	62.19530
11_983112_995049	E2F4	22.00230
11_995651_1004111	ELMO3	10.14740
11_random_105953_116631	LOC769339	16.79280
11_random_11342_13001	LOC100857379	0.00000
11_random_122347_123175	LOC101751621	24.30310
11_random_123346_123919	LOC101751680	98.54510
11_random_138008_149696	TMCO7	7.69297
11_random_13969_31402	LOC100857445	2.98735
11_random_228_507	-	72.61520
11_random_35244_35832	CEBPA	18.84370
11_random_39464_44793	LOC100857668	12.24790
11_random_45003_51813	MAP1LC3B	62.98720
11_random_53840_59622	SLC9A5	0.05077
11_random_7232_11034	LOC100857578	9.06357
11_random_74918_82207	LOC100857313	0.42496
11_random_85909_95124	HSD11B2	0.34809
11_random_95211_100858	LOC100857345	14.97910
12_10031238_10031321	TRNAL-UAA	0.00000
12_10046513_10067516	LOC101751274	0.00000
12_10071512_10081362	LOC101748277	0.00000
12_10084095_10090455	LOC101748223	0.00000
12_10100879_10111441	LOC101748323	0.00000
12_10114334_10121687	LOC101748361	0.00000
12_10136925_10139300	LOC101748408	0.00000
12_10366781_10386507	TXNRD3	22.44760
12_10423951_10440229	LOC101748540	0.00000
12_10448441_10472581	CHST13	0.57399
12_10475627_10499380	SLC41A3	1.53577
12_10529923_10604690	LOC101748843	0.00000
12_10612529_10626926	KLF15	10.79340
12_10637849_10637951	MIR1731	0.00000
12_10643610_10655623	CCDC37	0.62425
12_10655954_10666371	ZXDC	11.75580
12_10669475_10702137	UROC1	0.14892
12_10704847_10748820	LOC416036	0.00000
12_10756016_10764603	CHCHD4	39.75420
12_10764684_10775842	TMEM43	4.31163
12_10776983_10787367	XPC	11.33530
12_10787395_10789666	LSM3	41.20740
12_10946616_10996157	SLC6A6	18.04300
12_10996495_10996927	-	28.85750
12_10997158_10999558	-	20.36420
12_10999657_11000239	-	14.79220
12_11001220_11001796	-	15.03090
12_11001875_11002690	-	11.30320
12_11004347_11220722	GRIP2	0.41057
12_11234245_11245589	C12H3ORF19	16.62680
12_11249995_11253667	TMA7	150.98900
12_11253668_11258331	CCDC51	30.85300
12_11260516_11263309	LOC101750138	0.13259
12_11296623_11327866	PLXNB1	8.34307
12_11307908_11308609	-	13.89650
12_11328443_11329181	-	18.47630
12_11329423_11329705	-	39.12860
12_11330442_11330830	-	25.01360
12_11338106_11344593	LOC770936	2.20943
12_11367631_11406318	SETD5	16.64780
12_11407018_11414224	LHFPL4	4.24409
12_11419633_11427843	-	28.16930
12_11430168_11431260	-	83.48570
12_11433759_11444556	-	26.58540
12_11445327_11449352	CPNE9	4.00728
12_11450644_11461477	BRPF1	6.82641
12_11456680_11466397	CAMK1	26.00260
12_11461613_11463545	OGG1	0.00000
12_11467219_11469854	TADA3	32.20260
12_11470328_11472096	ARPC4	124.12500
12_11472346_11480300	TTLL3	5.98772
12_11480536_11481608	RPUSD3	12.15460
12_11481727_11484131	LOC100858613	14.89690
12_11483695_11490469	PRRT3	1.63124
12_11492036_11512153	CCDC36	3.67306
12_11514295_11517426	KLHDC8B	0.83195
12_11517648_11521965	LOC416055	2.02151
12_11522365_11531320	CCDC71	2.21686
12_11526964_11531325	LOC101751126	3.83052
12_11532742_11538098	LOC101748153	1.18115
12_11538703_11554584	LAMB2	1.30346
12_11555152_11573323	USP19	10.12110
12_11575304_11575433	-	806.86900
12_11575738_11586359	QARS	93.06890
12_11587982_11609298	QRICH1	21.66250
12_11610026_11611515	-	12.02740
12_11611698_11612738	-	20.06150
12_11612824_11613402	-	15.82990
12_11614645_11626213	IMPDH2	74.97140
12_11632159_11635478	DALRD3	5.39083
12_11635811_11639068	WDR6	7.51514
12_11639597_11653097	P4HTM	2.74038
12_11647654_11651011	LOC395991	0.52781
12_11655701_11684571	ARIH2	16.63940
12_11684771_11695890	SLC25A20	18.10200
12_11717732_11770456	LOC100858827	22.48410
12_1174392_1183220	LOC100859515	0.20917
12_11772131_11774320	RPP14	35.38980
12_11775201_11808037	PXK	0.00000
12_11807997_11813000	PDHB	54.75780
12_11813322_11820653	KCTD6	12.09470
12_11822194_11836516	ACOX2	4.11944
12_1183706_1184681	LOC100857726	1.27959
12_11837237_11853818	FAM107A	3.22898
12_11855453_11860396	FAM3D	10.65250
12_11869737_11932445	C12H3ORF67	0.13998
12_11932573_12140929	LOC101751854	0.15237
12_1197696_1208689	RFT1	12.46380
12_1209385_1210770	-	8.35321
12_1213017_1214951	LOC770702	8.81795
12_12141608_12653207	FHIT	2.46895
12_1215624_1225716	LOC101750660,LOC101750726,LOC770556	1.20666
12_12707874_13032947	PTPRG	3.03482
12_12834953_12835051	MIR1550	0.00000
12_13048232_13082730	PTPRG	4.03246
12_13104150_13136721	C12H3ORF14	7.20560
12_13116892_13127194	FEZF2	0.21132
12_13137091_13310880	CADPS	2.61221
12_1321864_1352504	PRKCD	2.55010
12_13394860_13397249	LOC101750727	0.00000
12_13443049_13474267	SYNPR	0.13707
12_13478702_13480626	SNTN	0.00000
12_13504459_13511857	THOC7	33.44150
12_13528378_13589344	ATXN7	2.92986
12_1353308_1395650	LOC100859653	16.20530
12_13595145_13601484	PSMD6	54.44900
12_13617238_13706318	PRICKLE2	1.15771
12_13714354_13779449	ADAMTS9	1.75309
12_13849082_13919990	LOC101751855	0.04315
12_13934624_13941470	LOC416082	0.00000
12_13948375_13951524	LOC101751710	0.00000
12_13980868_14275084	MAGI1	1.09471
12_1406254_1408159	HYAL1	12.53340
12_1408279_1410727	HYAL2	14.06970
12_1412917_1413587	-	7.76348
12_1413621_1417524	TUSC2	11.99870
12_1418889_1422588	RASSF1	1.96336
12_1423160_1434816	NPRL2	2.83629
12_14343325_14343937	LOC101752013	0.00000
12_14346560_14427331	SLC25A26	4.82702
12_1435838_1436705	CYB561D2	7.44037
12_1436945_1439232	TMEM115	75.83130
12_1440167_1546291	CACNA2D2	0.86837
12_14430015_14510641	LRIG1	3.46550
12_14599055_14609670	KBTBD8	17.78760
12_14614785_14641537	LOC416086	20.18860
12_14641592_14642440	-	27.06510
12_14723930_14825897	SUCLG2	19.16030
12_14825916_14831790	LOC101747309	0.00000
12_14921623_15120183	FAM19A1	0.00000
12_15174778_15247562	FAM19A4	0.35991
12_15260915_15261298	-	25.70590
12_15261644_15275337	C3ORF64	9.46964
12_15276825_15292253	TMF1	25.28330
12_15292802_15307347	UBA3	10.50230
12_15307477_15317008	ARL6IP5	29.50990
12_15316811_15323852	LOC426075	0.00000
12_15330234_15430269	FRMD4B	8.76809
12_15455063_15458330	LOC101748324	0.00000
12_15518362_15554870	MITF	5.68849
12_15554962_15555485	-	14.43570
12_15556423_15556839	-	18.62030
12_15560722_15565812	LOC427594	0.27680
12_15570874_15598355	LOC427595	0.18567
12_15640477_15680344	LOC416090	0.00000
12_1583202_1585727	LOC101750384	1.44043
12_15836487_15839260	LOC101748469	0.77743
12_15869348_15889627	LOC101748427	2.56802
12_15891513_15892433	-	15.61620
12_15892588_15892830	-	62.07840
12_15892937_16041866	FOXP1	23.02940
12_16182705_16210160	LOC101748541	0.20767
12_16254190_16269678	EIF4E3	19.63310
12_16280537_16282556	GPR27	16.66780
12_16290359_16292308	PROK2	128.42300
12_16380862_16414640	RYBP	6.12112
12_16392264_16392332	MIR1711	0.00000
12_16446074_16484466	SHQ1	12.11250
12_16483804_16504151	GXYLT2	14.23880
12_16504261_16504628	-	44.30130
12_16504695_16505443	-	17.53210
12_16511965_16537838	PPP4R2	64.23710
12_16593702_16714368	PDZRN3	0.33578
12_16878468_16969468	CNTN3	0.00000
12_1695798_1728127	LOC415913	0.00000
12_17116120_17117376	LOC101749255	0.00000
12_17219614_17299056	CHL1	0.48132
12_1729155_1739359	C12H3ORF18	1.32206
12_1740462_1770588	HEMK1	4.14819
12_17504568_17632975	CNTN6	0.00000
12_17815594_18073263	CNTN4	0.00000
12_18074352_18088566	IL5RA	0.00000
12_18091846_18095113	TRNT1	40.11060
12_18095796_18131156	CRBN	3.65913
12_18250571_18260978	LOC101750476	0.07036
12_18261477_18278207	LRRN1	11.88210
12_1830959_1835428	CISH	1.59015
12_18323377_18325592	LOC101750520	0.00000
12_18349874_18356395	LOC101747682	7.71165
12_18356456_18383459	SUMF1	3.25060
12_1838193_1881960	MAPKAPK3	6.63841
12_18398646_18538309	ITPR1	3.38721
12_18572156_18576504	BHLHE40	23.70100
12_18590244_18603884	ARL8B	46.39820
12_18604537_18605068	-	23.13540
12_18605383_18606153	-	14.52630
12_18606260_18606623	-	20.63320
12_18607558_18617576	EDEM1	7.80938
12_18618257_18618681	-	20.93460
12_18619511_18619932	-	18.19180
12_18675616_18686008	LOC101750942	0.00000
12_18686054_18694434	LOC101750987	0.00000
12_18710323_18721660	LOC101751030	0.00000
12_18847627_19072321	GRM7	0.00000
12_19214819_19238125	LMCD1	0.23232
12_19261666_19264506	CAV3	0.00000
12_19266277_19269328	OXTR	0.33832
12_19282100_19316352	RAD18	8.89936
12_19326072_19388430	SRGAP3	5.84955
12_1938547_2206715	DOCK3	3.64870
12_19408520_19414207	THUMPD3	30.38520
12_19414581_19417215	VHL	19.54310
12_19418088_19431605	IRAK2	21.06190
12_19434377_19437078	GHRL	1.04237
12_19438539_19445000	SEC13	86.04310
12_19444918_19460630	CAND2	0.00000
12_19460961_19462997	RPL32	672.78500
12_19463174_19466113	MBD4	9.97519
12_19466011_19497294	IFT122	4.28582
12_19501547_19504519	RHO	0.38598
12_19505652_19510127	H1FOO	0.00000
12_19509176_19575806	PLXND1	2.88499
12_19596907_19668344	TMCC1	7.45536
12_19691998_19696555	TRH	0.29934
12_19705252_19718944	ZFYVE20	6.15867
12_19720519_19721884	MRPS25	28.28400
12_19722712_19760553	NR2C2	3.90974
12_19771725_19859843	FGD5	0.00000
12_19880303_19882992	LOC101747401	1.54212
