GENE	CHROM POSITION	library_15
AQP5	LGE22C19W28_E50C23_831323_835163	0.00000
AQP7	Z_6987456_7000306	0.00000
AQP8	14_6628793_6633248	0.71411
AQP9	10_6569883_6596920	2.91344
AQR	5_31481369_31531980	23.47970
AR	4_429899_473928	4.34429
ARAP2	4_69814444_69924962	1.83128
ARAP3	13_1310163_1326314	0.00000
ARC	2_147588975_147590328	0.28620
ARCN1	24_5498294_5504692	89.43220
AREGB	4_44160739_44167215	3.48340
ARF1	2_2357247_2369263	476.02600
ARF4	12_8708923_8718736	170.41800
ARF6	5_57593682_57597036	159.78200
ARFGAP1	20_9132606_9150466	52.98990
ARFGAP2	5_22500203_22509803	16.83810
ARFGAP3	1_68516163_68549846	56.47780
ARFGEF1	2_115081494_115166957	18.03680
ARFGEF2	20_6711611_6746747	19.99620
ARFIP1	4_33332679_33373416	31.42060
ARFIP2	1_193571454_193576157	26.27870
ARFRP1	20_9977346_9987420	66.52150
ARG2	5_28140137_28156997	1.11981
ARGLU1	1_140312101_140322311	47.29880
ARHGAP1	5_22753118_22778669	30.80620
ARHGAP10	4_31431852_31560564	1.12301
ARHGAP11A	5_29892118_29903672	8.78853
ARHGAP12	2_14190126_14259853	19.40750
ARHGAP15	7_32212095_32530920	0.13898
ARHGAP17	14_6562459_6601946	38.52650
ARHGAP18	3_57481642_57565332	6.00795
ARHGAP19	6_21907731_21926841	1.23956
ARHGAP20	1_178740423_178800379	0.45758
ARHGAP21	2_16677175_16814552	13.38010
ARHGAP22	6_17824599_17965815	0.64730
ARHGAP24	4_45478436_45673790	0.16734
ARHGAP25	22_291966_308523	0.00000
ARHGAP26	13_16744570_16845218	13.84350
ARHGAP27	27_1570526_1585619	0.70472
ARHGAP28	2_99500614_99577568	0.11439
ARHGAP29	8_12544448_12595081	7.34129
ARHGAP31,MIR3539	1_80150940_80209194	0.00000
ARHGAP32	24_1142750_1314335	3.53147
ARHGAP35	Un_35529235_35536707	14.29930
ARHGAP39	20_947109_989016	12.80770
ARHGAP40	20_4039489_4075240	0.67417
ARHGAP42	1_182477680_182638203	10.10700
ARHGAP44	18_2185812_2205650	0.64791
ARHGAP5	5_33949029_33996950	26.81200
ARHGAP6	1_123460332_123764873	5.97257
ARHGAP8	1_70002407_70079769	1.77655
ARHGDIA	18_10205972_10214784	401.53100
ARHGDIB	1_47844449_47852755	24.86780
ARHGDIG	14_12234881_12237786	29.85610
ARHGEF10	3_90451669_90573331	2.07779
ARHGEF10L	21_96517_121901	2.36716
ARHGEF11,LOC100859194,NR1I3	25_random_40578_122310	63.73600
ARHGEF12	24_3709552_3775460	43.22600
ARHGEF16	21_1028529_1036359	51.99340
ARHGEF17	1_194546122_194558173	1.36514
ARHGEF18	28_3834153_3874556	3.76731
ARHGEF19	1_74560218_74596328	0.00000
ARHGEF26	9_22672850_22714980	1.47276
ARHGEF3	12_8419789_8451084	6.24983
ARHGEF33	3_15920482_15959490	0.00000
ARHGEF37	13_7765015_7776230	2.74728
ARHGEF38	4_38142603_38181981	0.61388
ARHGEF4	9_1793393_2002344	0.41921
ARHGEF6	4_4354205_4383568	12.02520
ARHGEF7	1_138642881_138750811	19.40460
ARHGEF9	4_11714658_11826390	0.46217
ARID1A,PIGV	23_7700_43168	24.86520
ARID1B	3_50446598_50755036	12.32760
ARID2	1_30694820_30800155	2.97544
ARID3A	28_2770939_2791815	25.12070
ARID3B	10_1985995_2011307	5.01711
ARID4A	5_55110381_55154352	7.65671
ARID4B	3_37437364_37523608	8.44866
ARID5A	22_2779716_2782728	5.03533
ARID5B	6_7724118_7822138	45.43810
ARIH1	10_1136687_1215221	46.74300
ARIH2	12_11655701_11684571	16.63940
ARL1	1_47565321_47570785	55.02650
ARL10	13_9739218_9741782	0.87108
ARL11	1_168563825_168570948	0.71839
ARL13A	4_5111634_5117000	0.00000
ARL13B	1_89078449_89127642	10.27530
ARL14EPL	Z_72649554_72653449	0.14010
ARL15	Z_16058921_16273004	3.74615
ARL16	18_10154266_10156555	3.90403
ARL2,LMAN2	13_9432548_9440391	39.29310
ARL2BP	11_748678_756207	6.76836
ARL3	6_22838493_22866626	29.37910
ARL4A	2_26933495_26936375	78.59880
ARL4C	7_5651685_5654834	8.37398
ARL5B	2_18960947_18977002	68.39500
ARL6	1_90584388_90603058	6.77695
ARL6IP1	14_8314003_8320786	39.05040
ARL6IP4	15_5191900_5195981	11.75460
ARL6IP5	12_15307477_15317008	29.50990
ARL8A	26_341536_351521	20.05270
ARL8B	12_18590244_18603884	46.39820
ARL9	4_48676352_48680178	7.04649
ARMC1	2_114472653_114503139	26.92420
ARMC10	1_12726949_12734892	2.27064
ARMC2	3_66559993_66621701	0.88021
ARMC3	2_17330536_17388618	0.12315
ARMC4	2_15517701_15589352	0.00000
ARMC6	28_3427163_3431939	26.71180
ARMC7	18_10926813_10928899	35.70630
ARMC8	9_14116_74265	12.50320
ARMC9	9_14679505_14736389	1.78078
ARNT	25_1709350_1730021	61.02010
ARNT2	10_11901217_11994240	7.33533
ARNTL	5_7002600_7023534	9.12527
ARNTL2	1_68281322_68317506	5.91611
ARPC1A	14_4343598_4358697	134.46900
ARPC1B	14_4361219_4366885	16.55640
ARPC2	7_22071258_22088652	145.38900
ARPC3	15_5275424_5280010	216.41500
ARPC4	12_11470328_11472096	124.12500
ARPC5	8_7604240_7609847	217.82500
ARPC5L	17_9581018_9584379	53.60000
ARPP19	10_8227076_8238446	61.20460
ARPP21	2_45945008_46131217	4.35967
ARR3	4_1218384_1224986	0.00000
ARRDC1	17_1955242_1981885	12.28660
ARRDC2	28_3810208_3816567	2.53723
ARRDC3	Z_59156707_59170356	63.93010
ARRDC4	10_15958077_15967266	15.81620
ARSA	1_114467_120074	7.36728
ARSB	Z_22361131_22428239	5.64602
ARSD	1_127828148_127842613	0.18215
ARSE	1_127844803_127863820	1.51252
ARSG	18_8087754_8107193	0.00000
ARSH	1_127805904_127818492	0.00000
ARSI	13_12502809_12508546	0.00000
ARSJ	4_56052104_56091967	0.24134
ARSK	Z_57237448_57248691	1.32234
ART1	1_193333658_193334945	0.00000
ART4,C1H12ORF69	1_47903203_47911722	0.23879
ART5	1_193914297_193915946	0.00000
ART7B	1_193337795_193339043	0.00000
ART7C	1_193341431_193342842	0.00000
ARTN	8_19233924_19239122	14.33190
ARV1	3_39916185_39925805	3.90746
ARVCF	15_1049104_1174270	7.95529
AS3MT	6_22931223_22935717	16.32110
ASAH1	4_62385165_62400381	41.94680
ASAH2	6_9302483_9320437	0.11931
ASAP1	2_140147554_140283402	9.63157
ASAP2	3_95668213_95751937	7.68220
ASB1	7_6002110_6016255	1.79359
ASB10	2_153354_162242	0.07490
ASB11	1_121482979_121495540	0.00000
ASB12	4_11612706_11617276	0.59932
ASB13	1_1068472_1076747	2.65208
ASB14	12_8623115_8636580	2.70810
ASB15	1_22063324_22074770	0.00000
ASB18	7_5106270_5119409	0.00000
ASB2	5_44626771_44652004	0.09341
ASB3	3_2970521_2996209	5.04909
ASB4	2_24010660_24019868	0.00000
ASB5	4_43775371_43808359	6.08946
ASB6	17_5646575_5651587	18.32520
ASB7	10_16837052_16865516	6.16120
ASB8	Un_25863608_25866610	17.15610
ASB9	1_121508256_121521576	2.05284
ASCC1	6_11037689_11065152	4.98935
ASCC2	15_11007364_11031813	11.73490
ASCC3	3_70082380_70348924	6.05777
ASCL2	5_13052375_13054309	0.54085
ASCL4	1_53280728_53284889	0.00000
ASF1A	3_62237567_62247974	25.75280
ASH1L	25_1384694_1419420	48.29220
ASH2L	22_2256514_2263929	22.07850
ASIC4	7_21584260_21590386	0.00000
ASIC5	4_20322586_20337265	0.00000
ASIP	20_1874692_1900675	0.00000
ASL1	19_4945235_4952988	3.23797
ASL2	19_4932500_4941334	18.85290
ASMT	1_128381548_128389045	0.00000
ASMTL	1_128477893_128504393	2.46694
ASNS	2_24791547_24805274	139.56000
ASNSD1	7_295794_302482	11.13910
ASPA	19_6701133_6709325	0.89901
ASPG	5_50535240_50581474	31.31660
ASPH	2_112979895_113084028	136.50000
ASPHD2	15_7139400_7143713	0.00000
ASPM	8_2593563_2625585	2.20029
ASPN	12_3382709_3397405	0.00000
ASPSCR1	18_4981427_5017892	45.87480
ASRGL1	3_81707078_81729170	4.29441
ASS1	17_5882000_5902537	14.35080
ASTE1	2_42311608_42316295	6.89103
ASTL	5_21649200_21661086	0.00000
ASTN1	8_6711799_6753790	0.00000
ASTN2	17_3219821_3481900	0.00000
ASXL1	20_10503710_10518108	8.23066
ASXL2	3_104420517_104504133	7.43097
ASXL3	2_106597772_106710272	1.92392
ASZ1	1_24544036_24579007	0.00000
ATAD1	6_9132222_9146630	35.08150
ATAD2	2_137588155_137622157	22.87460
ATAD2B	3_103648979_103717879	7.04546
ATAD3A	21_2157338_2175297	103.65700
ATAD5	18_6596438_6612865	1.63919
ATCAY	28_1464952_1478810	0.10316
ATE1	6_30551418_30621520	24.59180
ATF1	LGE22C19W28_E50C23_136856_150417	47.70910
ATF2	7_16159475_16203739	14.61920
ATF3	3_21183994_21189607	6.87179
ATF4	1_50456690_50459626	594.01000
ATF6	8_3700993_3772085	37.41450
ATF7	Un_5031424_5076531	9.20004
ATF7IP	1_48696273_48756711	31.48770
ATG10	Z_63195571_63278364	1.74814
ATG12	Z_72756281_72759990	16.34230
ATG13	5_22781010_22802063	30.52760
ATG14	5_56069760_56088286	5.08615
ATG16L1	9_687963_708320	9.60886
ATG2B	5_45670777_45717635	4.30476
ATG3	1_82979506_83003124	16.08630
ATG4A	4_14062682_14074464	10.30500
ATG4B	9_4289246_4303683	10.43870
ATG4C	8_26498830_26519978	4.36711
ATG5	3_67656076_67728326	18.67880
ATG7	12_4376708_4466225	4.26163
ATG9A	7_21721772_21730110	13.41010
ATHL1	5_1601859_1612632	2.22989
ATIC	7_4312645_4330370	212.82200
ATL1	5_57752609_57783954	6.17798
ATL2	3_15772016_15810530	36.09730
ATM	1_179508591_179568303	5.69001
ATMIN	11_14841772_14855528	11.18110
ATN1	1_76783355_76805087	8.78953
ATOH1	4_36493682_36494650	0.00000
ATOH7	6_10135386_10135900	0.00000
ATOH8	4_84891802_84927173	4.48109
ATOX1	13_12225276_12229414	74.43360
ATP10A	1_131039242_131149936	0.00000
ATP10B	13_6863871_7094431	9.32516
ATP10D	4_66373480_66411987	0.96061
ATP11A	1_137108824_137228882	12.04260
ATP11B	9_15902210_15949115	27.33480
ATP11C	4_5056475_5108353	10.93900
ATP12A	24_2845497_2863090	0.00000
ATP13A1	Un_32701487_32714930	33.66060
ATP13A2	21_4418692_4422651	29.50800
ATP13A3,LOC100857508,LOC101751772	9_12312751_12379586	30.37290
ATP13A4	9_12558090_12591476	0.00000
ATP13A5	9_12596075_12624730	0.00000
ATP1A1	1_79681943_79701498	217.21300
ATP1A2	Un_5273460_5274146	36.77110
ATP1A3	Un_30594515_30595864	101.90900
ATP1B1	1_83177968_83192215	1156.92000
ATP1B3	9_9754347_9811739	77.02600
ATP1B4	4_16402007_16409172	0.00000
ATP2A2	15_5297885_5339238	89.33330
ATP2A3	19_3274475_3310670	48.18810
ATP2B1	1_43275194_43327662	77.71770
ATP2B2	12_3713195_4001003	8.70923
ATP2B4	26_5244605_5281701	4.05304
ATP2C1	2_42262235_42307257	56.23850
ATP2C2	11_16205008_16229125	0.00000
ATP4B	1_136636255_136641969	0.00000
ATP5A1	Z_2151348_2159328	257.03600
ATP5A1W	W_random_143750_170780	15.05450
ATP5B	LGE22C19W28_E50C23_953827_965057	724.72700
ATP5C1	1_4144476_4151269	216.01600
ATP5D	Un_2022969_2024877	395.74100
ATP5E	20_11230686_11231913	245.90600
ATP5F1	26_3157220_3160674	144.66200
ATP5G1	27_3493212_3495484	213.40000
ATP5G3	7_16150058_16153214	165.01200
ATP5H	18_10898072_10900818	451.52100
ATP5I	Z_53307242_53309111	334.23700
ATP5J	1_101880225_101884229	183.19000
ATP5J2	14_4391344_4392403	286.38400
ATP5L,UBE4A	24_4389353_4407100	205.90400
ATP5O	1_104962787_104966193	125.41200
ATP5S	5_57676543_57679981	2.55331
ATP6,ATP8,COX1,COX2,COX3,CYTB,ND1,ND2,ND3,ND4,ND4L,ND5	MT_1227_16107	42308.50000
ATP6AP1	1_22114135_22168143	60.79360
ATP6AP1L	Z_63161765_63183058	0.00000
ATP6AP2	1_111611758_111620907	35.63550
ATP6V0A1,MLX	27_4929738_4970410	75.90940
ATP6V0A2	15_4909039_4924155	9.38482
ATP6V0A4	1_56480866_56503711	0.43581
ATP6V0B	8_19265991_19270824	37.36980
ATP6V0C	14_13906690_13908826	346.58500
ATP6V0D1	11_1364352_1388745	20.56280
ATP6V0D2	2_122812316_122830100	0.00000
ATP6V0E1	13_8475422_8484904	22.14670
ATP6V0E2	6_21648732_21650102	8.34963
ATP6V1A	1_78618460_78646793	17.83450
ATP6V1B2	22_1577428_1585819	59.85860
ATP6V1C1	2_129067850_129088923	16.84160
ATP6V1C2	3_96479600_96496479	0.00000
ATP6V1D	5_28245790_28253675	57.73660
ATP6V1E1	1_61925461_61940679	122.98800
ATP6V1G1	17_2500734_2503628	73.07870
ATP6V1G3	8_2100135_2111966	0.00000
ATP6V1H	2_109943547_109989152	24.10280
ATP7A,PGK1	4_12865331_12909050	503.88000
ATP7B	1_169614628_169646811	4.63947
ATP8A1	4_67757366_67851142	3.23134
ATP8A2	1_175972247_176284245	2.72810
ATP8B1	Z_342470_365812	0.00000
ATP8B2	25_1287270_1293951	5.81758
ATP8B3	28_2211178_2227363	1.36704
ATP9A	20_13454834_13506072	3.80737
ATP9B	2_56801929_56968974	7.98553
ATPAF1	8_20744231_20754028	2.74536
ATPAF2	14_4981261_4986651	15.01490
ATPBD4	5_31259659_31437471	2.35596
ATR	9_9939146_9975256	1.11515
ATRIP	12_3281096_3292025	15.25450
ATRN	4_88730443_88842815	11.36310
ATRNL1	6_27680311_28100298	1.08235
ATRX	4_12765904_12843519	13.87380
ATXN1	2_61654795_61663746	6.32084
ATXN10	1_70738806_70834764	5.21946
ATXN1L	11_19187987_19194564	48.90940
ATXN2	15_6117174_6162529	56.87640
ATXN3	5_43832917_43844552	10.13650
ATXN7	12_13528378_13589344	2.92986
ATXN7L1	1_13828823_13938439	8.12169
AUH	Z_44066087_44176409	5.04283
AUP1	4_random_115416_123625	51.71290
AURKA	20_12364696_12371253	32.37620
AURKAIP1	21_2236360_2238941	119.65100
AUTS2	19_1347706_2009420	4.02393
AVD	Z_9023590_9024771	0.00000
AVEN	5_29353734_29438649	18.92390
AVL9	2_48658403_48694921	12.90640
AVP	4_88175450_88177024	0.00000
AVPR1A	1_33258735_33261450	0.00000
AVPR1B	26_2307760_2309743	0.00000
AVPR2	1_28452193_28454389	0.00000
AVR2	Z_9007946_9008996	0.00000
AXDND1	8_6125094_6145747	0.21542
AXIN1	14_12146182_12184487	28.26610
AXIN2	18_7895209_7916461	0.00000
AZI1	18_9542839_9555127	9.49262
AZI2	2_39411721_39434063	37.31380
AZIN1	2_129012891_129038405	71.54310
B-G	16_114603_118870	7.55880
B-NK	16_108312_110805	0.00000
B2M,C10H15orf43	10_827718_833805	85.01080
B3GALNT1	9_21550177_21569765	4.62279
B3GALNT2	3_37366043_37388856	14.91960
B3GALT1	7_18685417_18867310	0.00000
B3GALT2	8_3419767_3429647	0.12752
B3GALT5	1_107420018_107449105	0.93621
B3GALT6	21_2526858_2532319	3.08478
B3GALTL	1_174203323_174261228	2.28430
B3GAT1	24_2587381_2617257	0.16967
B3GAT2	3_81940692_81962705	0.00000
B3GNT2	3_8951134_8968325	8.70864
B3GNT4,LRRC43	15_5779947_5796278	1.27039
B3GNT5	9_15774240_15789421	4.38822
B3GNT6	Un_22491297_22493443	0.00000
B3GNT7	9_14743956_14749210	0.72035
B3GNT9	11_2421766_2430811	13.16030
B3GNTL1	18_3096582_3208046	0.00000
B3GNTL2	17_8269696_8271653	1.12906
B4GALNT3	1_60438889_60499864	1.35087
B4GALNT4	5_1572191_1592826	13.10170
B4GALT1	Z_70457340_70474687	12.15530
B4GALT2	8_19273506_19280829	47.68950
B4GALT3	1_80062048_80076389	2.68942
B4GALT4,LOC101747354	1_80036098_80061037	12.60220
B4GALT5	20_14207184_14234569	72.96560
B4GALT6	2_105840569_105864567	31.78840
B4GALT7	13_9430145_9431753	32.00590
B9D1	14_5219390_5225652	3.84929
BAALC	2_129106410_129128671	3.72253
BAAT	5_471494_474006	7.64954
BABAM1	Un_34753208_34753711	24.38180
BACE1	24_5257442_5267513	49.24740
BACE2	1_108222041_108255783	3.25638
BACH1	1_103417895_103446380	9.95039
BACH2	3_74671270_74817403	0.95116
BAG1	2_85647212_85656438	11.18110
BAG2	3_86168173_86175642	24.48090
BAG3	6_29813164_29831236	543.79200
BAG4	22_2270208_2273188	27.52370
BAG5	5_50307153_50312108	1.61134
BAHCC1	18_9474944_9490841	29.06690
BAHD1	5_851697_866564	49.69980
BAI1	2_147145128_147425131	0.00000
BAI2	23_4943437_4965169	0.17123
BAI3	3_82664926_83115716	0.06370
BAIAP2	18_9580164_9612877	6.13062
BAIAP2L1	14_1146811_1181459	26.76700
BAIAP2L2	1_50860712_50864675	0.35171
BAK1	26_4618774_4628226	94.03020
BAMBI	2_15232673_15236514	41.22910
BANF1	Un_22079086_22080382	70.76700
BANK1	4_60176279_60307698	0.00000
BANP	11_17486310_17616586	8.97981
BAP1	12_3104495_3117210	23.57110
BARD1	7_4155104_4197884	6.67340
BARHL1	17_6585301_6589493	0.00000
BARX1	12_6125045_6127543	0.00000
BARX2	24_1342724_1368863	0.00000
BASP1	2_75346421_75348012	98.11610
BATF	5_37557673_37567648	0.34694
BATF3	3_21156790_21160174	1.97551
BAZ1A	5_35252750_35305130	14.47760
BAZ1B	19_202201_251497	24.66340
BAZ2B	7_36053281_36160945	8.65553
BBOX1	5_3522788_3561424	18.36230
BBS10	1_37957775_37959341	1.44861
BBS12	4_53028362_53050340	0.87567
BBS2	11_2119715_2134759	9.39013
BBS4	10_1186454_1220944	0.65038
BBS5	7_18170458_18181324	4.08910
BBS7	4_53335680_53350687	2.43371
BBS9	2_48380712_48554050	3.78825
BBX	1_86605188_86735815	5.04030
BCAN	25_494273_506735	0.10366
BCAP29	1_14567865_14591310	48.46150
BCAP31	Un_25227963_25230663	39.19640
BCAR1	11_1965019_1970039	65.48190
BCAR3	8_12728871_12811618	5.93946
BCAS1	20_12721390_12763410	0.38043
BCAS2	26_3811312_3814324	17.68590
BCAS3	19_7648638_7950789	4.47514
BCAT1	1_65511554_65577555	15.56200
BCCIP	6_32052144_32058107	99.44240
BCDIN3D	LGE22C19W28_E50C23_765310_770027	8.59695
BCHE	9_20420420_20464766	15.39120
BCKDHB	3_78460203_78570611	17.03030
BCL10	8_15226512_15234354	16.72180
BCL11A	3_1831130_1886862	3.55061
BCL11B	5_47617745_47710372	0.19837
BCL2	2_67926748_68013683	2.11515
BCL2A1	10_12129781_12131797	6.14818
BCL2L1	20_10360603_10377592	40.31930
BCL2L13	1_61941387_61984606	15.49800
BCL2L14	1_71804870_71817149	5.91822
BCL2L15	26_3701943_3704703	32.47420
BCL6	9_14257891_14274167	4.76355
BCL7A	15_5705939_5725609	21.72300
BCL7B	19_random_35396_39827	11.39350
BCL9	1_91737684_91754049	5.73087
BCL9L	24_5600935_5655537	5.86036
BCLAF1	3_54480340_54505953	28.20030
BCMO1	11_14922968_14936617	0.23091
BCO2	24_6133194_6153880	0.80911
BCOR	1_111733198_111761966	13.13660
BCORL1	4_1568919_1584049	8.08712
BCR	15_8575362_8673736	5.14262
BCS1L	7_21965834_21971129	4.42190
BDH1	9_12115155_12127577	1.88978
BDH2,NHEDC2	4_60559683_60595871	62.39140
BDKRB1	5_45646457_45648950	35.88190
BDKRB2	5_45640071_45641217	3.49094
BDNF	5_3757292_3758132	0.00000
BEAN1	11_10927994_10965448	3.21617
BECN1	27_5055735_5060519	19.30550
BEGAIN	5_48566695_48672021	0.00000
BEND2	1_120306289_120354233	2.34085
BEND3	3_67385164_67404107	16.20950
BEND4	4_67900126_67929896	0.84449
BEND5	8_21905551_21934965	11.94740
BEND6	3_86228100_86248166	2.31155
BEND7	1_6660946_6709297	15.61060
BEST1	5_16133778_16149751	0.00000
BEST3	1_35491872_35508362	0.00000
BEST4	8_19673402_19676597	0.52072
BET1	2_23524125_23530040	15.83770
BET1L	5_1643313_1647648	37.11140
BET3L	3_63242815_63271513	0.00000
BETA3	2_114081155_114083268	0.00000
BF1	16_72837_75605	56.46230
BF2	16_59628_61832	131.30700
BFAR	14_826352_835605	29.55280
BFSP1	3_11362775_11381425	0.13661
BFSP2	2_43197022_43212428	0.00000
BG2	16_291962_333161	12.89340
BHLHA15,LMTK2	14_1068497_1145413	69.11830
BHLHE23	20_8833868_8837945	0.00000
BHLHE40	12_18572156_18576504	23.70100
BHLHE41	1_67740156_67743350	3.97222
BHMT	Z_22294867_22310803	0.00000
BICC1	6_260762_357694	15.39940
BICD1	1_59110309_59410202	0.90383
BICD2	12_6810436_6887128	44.09380
BID	1_61984699_62003295	38.46050
BIK	1_68652275_68664291	5.96467
BIN1	7_23184009_23267807	4.80955
BIN2	Un_1872785_1876051	0.00000
BIRC2	1_181828576_181838749	49.09400
BIRC5	3_14764583_14765717	12.67340
BIRC6	3_30846281_31022936	6.76477
BIRC7	20_9062315_9078493	0.00000
BIVM	1_142024552_142041190	12.64690
BKJ	6_8695749_8790415	3.15446
BLA	Un_14607273_14607535	708.61000
BLB2	16_102090_103213	31.64690
BLB3	16_random_147914_148978	7.98910
BLCAP	20_5431053_5434660	46.21050
BLK	3_106862599_106897786	0.00000
BLM	10_19400596_19416640	6.43606
BLMH	19_6224040_6239403	88.71500
BLNK	6_20638212_20680433	0.29961
BLOC1S2	6_17117952_17122016	7.90605
BLOC1S3	Un_6737473_6740025	32.67620
BLOC1S5	2_64404616_64418132	43.89060
BLVRA	2_52187231_52218343	0.00000
BLZF1	1_83081662_83088351	30.36390
BMA1	16_82022_84232	14.80100
BMA2	16_76305_79329	24.30080
BMF	5_28676053_28690778	2.14225
BMI1	2_17615866_17620001	81.07270
BMP10	22_276542_282397	0.00000
BMP15	4_1838456_1841000	0.00000
BMP2	3_14446421_14450082	40.34540
BMP2K	4_44291879_44353003	14.32500
BMP3	4_44875603_44889934	0.00000
BMP4	5_58454299_58457137	0.00000
BMP5	3_86767669_86820896	0.00000
BMP6	2_64462988_64557501	36.20470
BMP7	20_12026085_12069715	0.17866
BMP8B	23_5408630_5415669	0.00000
BMPER	2_48103435_48249944	0.00000
BMPR1A	6_2035726_2075806	18.51140
BMPR1B	4_57960583_58196338	0.00000
BMPR2	7_11370637_11417309	14.84380
BMS1	6_4550222_4570792	40.00880
BMX	1_121345148_121372072	0.00000
BNC1	10_10790203_10865960	0.00000
BNC2	Z_32181560_32549997	0.24648
BNIP1	13_8510942_8515678	8.40732
BNIP2	10_4872896_4891953	3.41607
BNIP3	6_34328934_34334530	12.82090
BNIP3L	22_524084_537224	24.63380
BOC,LOC101751317	1_82677690_82722697	0.00000
BOD1	13_8670011_8675140	24.60110
BOD1L	4_76956997_76993864	9.11568
BOK	9_4594605_4607210	0.00000
BOLL	7_9781956_9811708	0.00000
BOP1	Un_16786776_16795048	57.62720
BORA	1_155442010_155461540	4.15893
BPGM	1_62299225_62318069	22.95450
BPHL	2_66378257_66400619	0.00000
BPI	20_10686640_10694298	0.00000
BPIFB4	20_10664391_10669109	0.00000
BPIFB7	20_10642929_10647543	0.00000
BPIFB8	20_10633646_10641687	5.41817
BPIFCA	1_53206033_53233291	0.00000
BPIFCB	1_53234156_53249804	0.00000
BPIL3	20_10648564_10661919	2.74077
BPNT1	3_18152820_18163639	24.02410
BPTF	18_6971071_7017195	9.87852
BRAF	1_57083434_57138557	7.63579
BRAP	15_6176351_6211838	16.72850
BRAT1	14_3336193_3344299	3.55414
BRCA1	27_5150700_5171059	3.40877
BRCA2	1_173820706_173857456	4.12177
BRCC3	4_2163958_2168207	12.61660
BRD1	1_18539621_18605441	16.48210
BRD2	16_87331_94227	267.79000
BRD3	17_7157254_7196707	10.49030
BRD4	Un_32626294_32630456	37.20720
BRD7	11_5992789_6006701	34.65290
BRD8	13_9397203_9411920	8.02934
BRD9	2_55653798_55674957	21.25450
BRDT	8_13239729_13266254	0.17963
BRE	3_26768051_26929437	16.76820
BRF1	5_52577404_52739753	7.40917
BRF2	22_2212987_2216143	2.18901
BRI3BP	15_4485385_4489800	88.84480
BRIP1	19_7483786_7530741	2.58983
BRIX1	Z_10422463_10426041	65.44930
BRMS1L	5_35631370_35650266	47.39610
BROX	3_17322444_17344820	6.75974
BRP44	1_90862516_90869695	136.72000
BRP44L	3_42131325_42141405	157.04800
BRPF1	12_11450644_11461477	6.82641
BRPF3	26_184443_201984	4.23759
BRS3	4_4301224_4305523	0.00000
BRSK2	5_13709656_14005594	0.29517
BRUNOL5	28_1240879_1265054	0.00000
BRUNOL6	10_1108385_1118370	5.22530
BRWD1	1_107307363_107359546	9.73186
BRWD3,LOC101750131	4_9390153_9443856	4.53655
BSDC1	23_5145917_5152332	16.65330
BSG	28_2617549_2628564	550.84200
BSN	12_2493335_2539949	1.91965
BSPRY	17_1452852_1459895	0.00000
BST1	4_76215122_76230864	19.50180
BSX	24_3094110_3096044	0.00000
BTAF1	6_20497060_20532086	11.39030
BTBD1	10_10695061_10708346	30.96120
BTBD10	5_6982982_7001941	13.23960
BTBD11	1_53339862_53410741	2.83652
BTBD17	18_9402990_9406488	0.00000
BTBD18	5_16275331_16276268	0.00000
BTBD19	8_19690617_19696470	0.00000
BTBD2	28_2090685_2094586	11.42290
BTBD3	3_12433809_12445014	6.34135
BTBD6	5_52661677_52665023	4.64503
BTBD7	5_44334714_44383766	9.25160
BTBD9	3_28867770_28979598	30.58290
BTC	4_34063267_34068601	1.04617
BTD	2_34528368_34539038	9.63340
BTF3	Z_24595609_24602145	147.52900
BTF3L4	8_23159774_23170804	60.47220
BTG1	1_44271368_44273899	817.76900
BTG2	26_5157220_5161259	27.84820
BTG4	24_5556680_5558745	0.00000
BTK	4_2006951_2017876	0.46357
BTLA	1_88134546_88146233	0.00000
BTN1A1	28_803319_808851	1.18142
BTN3A2	LGE64_468471_472960	0.00000
BTN3A3	LGE64_341560_347265	0.00000
BTRC	6_22373570_22491520	5.57316
BUB1	3_3037367_3057130	6.52866
BUB1B	5_601765_626006	4.44858
BUB3	6_31024151_31035688	82.40990
BUD13	24_5088799_5094760	10.60900
BUD31	14_4376054_4378398	116.94000
BVES	3_68268150_68294803	7.17874
BYSL	26_5060809_5063514	36.56320
BZRAP1,LOC101747959	19_425319_487624	2.42720
BZW1	7_10784560_10794969	212.35500
BZW2	2_28608916_28661135	160.12400
C10H15ORF26	10_11651636_11656729	0.00000
C10H15ORF40	10_10690418_10694977	7.77791
C10H15ORF42,LOC101749425	10_12330736_12347339	10.35980
